stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
DC4689,1328,28.767583,76.964667,Balaji Enclave,1328
DC4691,1329,28.755728,76.968795,Tatesar Village,1329
DC4692,1330,28.753150,76.972400,Jonti Village,1330
DC5215,1332,28.747826,76.968183,Jonti Village,1332
DC5217,1333,28.743093,76.965878,Jonti Enclave,1333
DC5213,1334,28.727219,76.965995,Garhi Randhala,1334
DC5211,1335,28.717778,76.961366,Nizampur Village,1335
DC5209,1336,28.714765,76.969734,Vanasthali Public School,1336
DC5207,1337,28.711814,76.976400,Agrasen Vriddh Ashram,1337
DC5205,1338,28.710492,76.980403,Savda Village,1338
U00289,1340,28.696216,76.997820,Ghevra Village,1340
U00273,1341,28.692527,76.994074,FCI Ghevra,1341
U00275,1342,28.686356,76.994557,Ghevra Crossing / Ghevra Metro Station,1342
U00301,1343,28.684930,77.000890,Hiran Kudna Crossing,1343
U00362,1344,28.683909,77.012607,Mile Stone Factory,1344
U00379,1345,28.683407,77.018819,Shiv Shanker Dharam Kata,1345
U00393,1346,28.682503,77.029813,Mundka Village (Metro Station),1346
U00419,1347,28.682468,77.034963,Mundka Village Crossing,1347
U00446,1348,28.682422,77.040981,Swarn Park,1348
U00481,1349,28.682306,77.048765,Rajdhani Park,1349
U00511,1350,28.682261,77.054315,Qamruddin Nagar Terminal,1350
DC3549,1351,28.608237,76.947333,Mitraon Village,1351
U00298,1352,28.631627,77.000417,Jai Vihar,1352
U00306,1353,28.633436,77.002335,AirForce Station (BaniCamp),1353
U00336,1354,28.638588,77.007990,Baprola School,1354
U00350,1355,28.640866,77.011332,Baprola Village,1355
U00364,1356,28.643924,77.016886,BakkarWala Crossing,1356
U00374,1357,28.646300,77.021333,Chanchal Park,1357
DC3872,1358,28.648417,77.025167,Kotla Vihar Phase II,1358
DC3877,1359,28.649733,77.027233,TilangPur Kotla,1359
U99750A,1360,28.652383,77.032500,BrahmPuri Colony,1360
DC3874,1361,28.653617,77.035433,PS Ranhola,1361
DC3875,1362,28.654767,77.037983,Ranhola II,1362
U00444,1363,28.656100,77.040650,Ranhola Village,1363
U00479,1364,28.658483,77.043817,Ranhola Extension,1364
U00500,1365,28.661900,77.048783,Rishal Garden,1365
U00510,1366,28.664533,77.052633,Nilothi Crossing,1366
U00524,1367,28.667833,77.055183,ShivRam Park,1367
U00534,1368,28.670883,77.057750,Narain DharamKanta,1368
U00545,1369,28.673183,77.059700,Aman Puri,1369
U00565,1370,28.674700,77.061100,Kamruddin Nagar,1370
DC3876,1371,28.679883,77.066000,Nangloi Post Office,1371
U00595,1372,28.681617,77.067250,Nangloi,1372
U00615,1373,28.682268,77.068791,Sultan Puri Crossing/Nangloi,1373
U00647A,1374,28.682100,77.072925,Maha Raja Surajmal Stadium,1374
U00716,1375,28.681534,77.078788,Nangloi bus stand,1375
U00768,1376,28.681041,77.083855,Inder Enclave,1376
U00828,1377,28.680207,77.089280,Udyog Nagar,1377
U00881,1378,28.679904,77.092102,Peera Garhi Metro Station,1378
U00897,1379,28.680300,77.094400,Peera Garhi Chowk,1379
U00905,1380,28.688100,77.095100,B-Block Mangolpuri,1380
U00847,1381,28.687632,77.091057,Q Block Mangolpuri,1381
DC4472,1382,28.617265,76.893125,Mundhela Khurd Village,1382
DC4473,1383,28.616097,76.896646,Mundhela Khurd School,1383
DC4470,1384,28.614073,76.895727,Mundhela School II,1384
DC4468,1385,28.609680,76.893581,Mundhela Kalan Village,1385
DC4465,1386,28.605246,76.893756,Mundhela Kalan School,1386
U99773,1387,28.597441,76.895312,Mundhela Kalan Crossing,1387
U99774,1388,28.597788,76.898973,Mata Daan Kaur School,1388
DC4011,1389,28.568773,76.906807,Ujwa Gaon,1389
DC4012,1390,28.552433,76.907767,Dariyapur Village / Malikpur Crossing,1390
DC4430,1391,28.535481,76.909753,Jhul-Jhuli Check Post / Ghumanhera Crossing,1391
DC4428,1392,28.534141,76.915295,Ghuman Hera DTC Depot Crossing,1392
DC4792,1393,28.532578,76.919351,Ghuman Hera Village Main Road,1393
DC5498,1394,28.599000,76.966965,Khera Village 1,1394
DC4610,1395,28.550617,77.181617,Ber Sarai,1395
DC4609,1396,28.549483,77.180617,Ber Sarai,1396
DC4608,1397,28.546433,77.179433,School Of Physical Science,1397
DC4607,1398,28.543633,77.180100,FAI,1398
DC4606,1399,28.541867,77.183050,Sanskrit Vidyapeeth,1399
DC4605,1400,28.540483,77.185617,Katwaria Sarai,1400
DC4603,1402,28.537767,77.193833,NCERT,1402
U02505,1403,28.579738,77.212809,Safdurjung Terminal,1403
U02483,1404,28.576682,77.213418,Vikas Sadan,1404
U02473,1405,28.569185,77.212690,AIIMS Ring Road,1405
U02556,1406,28.569014,77.216908,South Extension,1406
U02600,1407,28.568824,77.220684,South Extension,1407
U03186,1408,28.576818,77.264444,Maharani Bagh,1408
U03201,1409,28.581423,77.265917,Bala Sahib Gurudwara,1409
U03139,1410,28.587117,77.259117,Sarai Kale Khan ISBT,1410
U03139HT,1411,28.590355,77.258079,Sarai Kale Khan ISBT,1411
U03221,1412,28.604417,77.269467,Nizamuddin Road Bridge / CPWD Office,1412
DC3669,1413,28.606621,77.274337,Khel Gaon CWG Village,1413
DC0126,1414,28.612617,77.281967,Akshardham Temple / Pusta Crossing,1414
U03375,1415,28.615381,77.284409,Samaspur Jagir Village / Pandav Nagar,1415
DC0128,1416,28.620150,77.295500,Sanjay Lake Trilokpuri,1416
DC0129,1417,28.620916,77.297718,East Vinod Nagar (NH24),1417
DC0130,1418,28.625800,77.312050,Khichdipur,1418
DC0131,1419,28.630367,77.316333,Gazipur NH-24 Crossing,1419
U03662,1420,28.632250,77.315683,Gazipur Village,1420
U00371,1422,28.682984,77.023909,Mundka School,1422
U00593,1423,28.682367,77.059401,Nangloi JJ Colony Lokesh Cinema,1423
U99642,1424,28.682235,77.064393,Nangloi Metro Station,1424
U00919,1425,28.679358,77.096988,Peera Garhi Chowk,1425
U00984,1426,28.678888,77.100623,Paschim Vihar (Super market),1426
U01020,1427,28.678287,77.105707,Multan Nagar,1427
U01035,1428,28.677509,77.111541,New Multan Nagar,1428
U01084,1429,28.677091,77.114998,Ordinance Depot,1429
U01121,1430,28.676365,77.120477,Madipur JJ Colony,1430
U01168,1431,28.675962,77.123824,Madipur Village,1431
U01225,1432,28.675382,77.128003,SPM College,1432
U01264,1433,28.674917,77.131520,Shivaji Park,1433
U01281,1434,28.674485,77.134949,Agarsen Hospital,1434
U01371,1435,28.675415,77.140464,Punjabi Bagh,1435
U01402,1436,28.680223,77.142213,Shakurpur village/Shiv Mandir,1436
U01540,1437,28.694778,77.154843,Netaji Subash Place/Wazirpur Depot,1437
U01574,1438,28.700253,77.158334,Prem Bari Pull,1438
U01610,1439,28.701286,77.161926,Richi Rich,1439
U01655,1440,28.701953,77.164286,Ashok Vihar Crossing,1440
U01720,1441,28.703770,77.169044,Shalimar Bagh,1441
U01851,1442,28.707649,77.178289,Azadpur Terminal,1442
U99850,1443,28.609300,77.238450,High Court,1443
U02826,1444,28.610409,77.233480,Art Gallery,1444
U02759,1445,28.617221,77.228557,Baroda House,1445
U02696,1446,28.621900,77.225800,Bhartiya Vidya Bhawan,1446
U10001,1447,28.623200,77.225100,Max Muller Bhawan,1447
U02626,1448,28.628700,77.221900,Scindia House,1448
U02514,1449,28.633083,77.215450,Shivaji Stadium Terminal,1449
U01808,1451,28.640400,77.174400,East Patel Nagar,1451
U01811,1452,28.637250,77.174650,NPL Colony,1452
U01787,1453,28.632800,77.173000,R-Block Rajendra Nagar,1453
U01762,1454,28.631200,77.171200,Janak Vihar,1454
U01692,1455,28.630033,77.166983,Pusa Quarters,1455
U01620,1456,28.625400,77.162200,NASC Dasghara,1456
U01595,1457,28.622800,77.159200,Todapur Village,1457
U01519,1458,28.626200,77.153400,Monitoring  and  Receiving Station,1458
U01490,1459,28.628700,77.151100,Inderpuri A-Block,1459
U01469,1460,28.633600,77.147900,Inder Puri JJ Colony,1460
U01456,1461,28.637200,77.146600,Inder Puri (Krishi Kunj),1461
U01420,1462,28.639500,77.143933,Loha Mandi,1462
U01347,1463,28.630900,77.138300,Payal Cinema,1463
DC3721,1464,28.626762,77.135747,Naraina Vihar / Indra Market,1464
U01230,1465,28.636933,77.128900,Mayapuri Depot Crossing,1465
U01216,1466,28.634183,77.127517,Government Press,1466
U01165,1467,28.629396,77.123502,Metal Forging,1467
DC3910,1468,28.627347,77.121763,BE Block Hari Nagar / ESI Dispensary,1468
U01128,1469,28.625217,77.119867,PS Mayapuri,1469
NS0600,1470,28.623800,77.118800,Bobby Soap,1470
U01097,1471,28.622383,77.117417,Gulab House,1471
U01068,1472,28.618117,77.112183,Zunk Market,1472
DC3915,1473,28.616667,77.110233,Maya Enclave,1473
U00906,1474,28.609892,77.095236,Desu Colony Janak Puri,1474
U00852,1475,28.611016,77.092008,Janak Cinema,1475
DC4708,1476,28.612528,77.088599,Raghu Nagar (Janak Puri),1476
DC4709,1477,28.613809,77.085678,Dabri Crossing (Pankha Road),1477
U00733,1478,28.615822,77.081712,C-2 Janak Puri,1478
U00694,1479,28.617169,77.078734,C-1 Janak Puri,1479
U02565,1480,28.662501,77.217933,Peeli Kothi,1480
U02479,1481,28.664436,77.215266,Tees Hazari Animal Hospital Mori Gate,1481
U02397,1482,28.662900,77.207565,Azad Market,1482
U01283,1483,28.674356,77.133909,Agarsen Hospital,1483
U01263,1484,28.674684,77.131448,Shivaji Park,1484
U01222,1485,28.675139,77.128069,SPM College,1485
U01183,1486,28.675542,77.125188,Madipur Village,1486
U01117,1487,28.676433,77.118065,Madipur JJ Colony,1487
U01085,1488,28.676881,77.114908,Ordinance Depot,1488
DC3659,1489,28.677279,77.111921,Avtar Enclave / New Multan Nagar,1489
U01018,1490,28.678096,77.105430,Multan Nagar,1490
U00981,1491,28.678694,77.100509,Paschim Vihar Market,1491
DC3660,1492,28.679188,77.096145,Peera Garhi Chowk,1492
U00854,1493,28.679663,77.091766,Peera Garhi Metro Station,1493
U00830,1494,28.679947,77.089403,Udyog Nagar,1494
U00772,1495,28.680544,77.084075,Inder Enclave,1495
U00708,1496,28.681143,77.078896,Jwala Puri / Nangloi Depot,1496
U00677,1497,28.681821,77.072910,Surajmal Stadium,1497
U00614,1498,28.681881,77.069255,Sultanpuri Crossing,1498
U00592,1499,28.681943,77.064075,Nangloi Metro Station,1499
U00576,1500,28.682093,77.058859,Nangloi JJ Colony Lokesh Cinema,1500
DC3711,1501,28.682061,77.054037,Qamruddin Nagar Terminal,1501
U99951,1502,28.584867,77.224367,Lodhi Colony,1502
U02657,1503,28.587450,77.224050,18-Block Lodhi Colony,1503
U99897,1504,28.590764,77.224799,Lodhi Estate / Air Force School,1504
DC0093,1505,28.592094,77.232747,JLN Stadium / Sunehri Pulla Depot,1505
U02857,1506,28.592517,77.236500,Ishpat Bhawan,1506
U02933,1507,28.586133,77.241067,CGO Complex,1507
U99932,1508,28.583575,77.240558,Pant Nagar,1508
U02880,1509,28.573217,77.237783,Defence Colony (Lajpat Nagar Mtr Stn),1509
U02848,1510,28.569125,77.235495,MCKR Hospital,1510
U02825,1512,28.559800,77.233600,Central School (KV),1512
U02866,1513,28.559000,77.237300,Lady Shri Ram College,1513
U02949,1514,28.554483,77.243200,Kailash Colony,1514
U02997,1515,28.552517,77.246200,Sant Nagar,1515
U03029,1516,28.548600,77.249200,Nehru Place,1516
U03110,1517,28.548578,77.255659,Nehru Place Terminal,1517
U03165,1518,28.538692,77.261798,Govind Puri,1518
DC3693,1519,28.537554,77.261339,Govindpuri Gali No 5,1519
U03156,1520,28.534600,77.260200,Ram Puri Gali No 13,1520
U03154,1521,28.532900,77.259600,Govindpuri Extn Gali No. 16,1521
U03144,1522,28.531895,77.259197,DDA Flats Kalkaji,1522
U03131,1523,28.529982,77.258506,DDA Market Kalkaji,1523
U03135,1524,28.528315,77.257817,DDA Flats KalkaJi,1524
U03114,1525,28.524100,77.256200,Tara Apartment,1525
U03084,1526,28.519450,77.254483,Guru Ravi Das Ashram / Tughlaqabad Extension,1526
U03070,1527,28.517133,77.253667,Jamia Hamdard Library,1527
U03059,1528,28.514917,77.252817,Majeedia Hospital,1528
U03036,1529,28.511838,77.249778,Hamdard Nagar / Sangam Vihar,1529
DC4579,1530,28.660016,77.144475,Karampura Terminal,1530
U01424,1531,28.658615,77.144108,Moti Nagar,1531
U01388,1532,28.656800,77.140833,Moti Nagar Market,1532
U01344,1533,28.655000,77.137600,Kirti Nagar,1533
U01271,1534,28.652800,77.132400,Basai Darapur / Ramesh Nagar,1534
U01240,1535,28.651900,77.128900,Bali Nagar,1535
U01220,1536,28.650783,77.126200,Raja Garden,1536
U03944,1537,28.647847,77.120113,Rajouri Garden,1537
U01092,1538,28.645683,77.116211,Tagore Garden,1538
U01076,1539,28.644000,77.113549,Tagore Garden Metro Station / Tatarpur,1539
U01038,1540,28.641920,77.108859,Subhash Nagar Crossing / Mukherji Park,1540
U01013,1541,28.639983,77.104350,Meenakshi Garden,1541
U00976,1542,28.638567,77.100583,Sant Pura Tilak Nagar,1542
U00933,1543,28.634409,77.097456,Tilak Nagar Jail Road,1543
U00955,1544,28.631200,77.098850,Fateh Nagar,1544
U00968,1545,28.628000,77.100233,G Block Hari Nagar,1545
U00986,1546,28.623955,77.102012,Hari Nagar Depot,1546
U01766,1549,28.597200,77.171400,Officer Enclave S.P Marg,1549
U01815,1550,28.599200,77.175300,Bapu Dham,1550
U01845,1551,28.600683,77.178050,Railway Colony (Sardar Patel Marg),1551
U01939,1552,28.603800,77.184000,Bhartiya Sadhu Samaj,1552
U02031,1553,28.607500,77.188700,Palika Kutumb,1553
U02072,1554,28.611050,77.190700,11 Murti,1554
U02123,1555,28.621703,77.194734,Talkatora Stadium Garden,1555
U02419,1556,28.625367,77.209583,Gurudwara Bangla Sahib,1556
U99913,1557,28.626357,77.212675,YMCA / Palika Kendra,1557
U02539,1558,28.628746,77.216568,Palika Kendra,1558
U99914,1560,28.667068,77.229274,ISBT Kashmere Gate,1560
U03057,1562,28.515017,77.252617,Majeedia Hospital,1562
U03067,1563,28.517200,77.253400,Jamia Hamdard Library,1563
U03081,1564,28.519567,77.254300,Guru Ravi Das Ashram / Tughlaqabad Extension,1564
U03107,1565,28.524111,77.255960,Tara Apartment,1565
U03161,1566,28.525600,77.261000,Tughlaqabad Extension,1566
U03211,1567,28.527000,77.267000,DDA Kalkaji Extension,1567
DC3781,1568,28.528783,77.270333,CRPF Camp Okhla Phase 1,1568
U03217,1569,28.534500,77.268300,C-Lal Chowk,1569
U03203,1570,28.539467,77.266233,Kalkaji Depot,1570
DC0035,1571,28.591283,77.233300,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,1571
U99852A,1572,28.558951,77.296058,Unani Hospital / Okhla Ext Thokar 3,1572
DC3683,1573,28.561467,77.294667,Nai Basti,1573
U03367,1576,28.560917,77.281183,Ansari Health Care,1576
U03333,1577,28.560900,77.279800,Jamiya Millia College,1577
U03282,1578,28.560950,77.275467,Holy Family Hospital,1578
U03257,1579,28.561900,77.272300,Bharat Nagar Crossing,1579
U03238,1580,28.566600,77.269583,Bharat Nagar,1580
U02360,1583,28.698357,77.205678,GTB Nagar,1583
U02066,1584,28.693527,77.199123,Kalyan Vihar Terminal,1584
U02719,1585,28.660309,77.228301,Old Delhi Railway Station,1585
DC4968,1586,28.840692,77.127563,Singhola Crossing,1586
DC5080,1587,28.844749,77.126832,Singhola Village GT Road,1587
DC5081,1588,28.854550,77.124870,Singhu Village Crossing,1588
DC5077,1589,28.856630,77.124520,Singhu Border GT Road,1589
DC5073,1590,28.857320,77.108440,Gurudwara Nanak Nirankari Dera Sant Baba Resham Singh Ji,1590
DC5071,1591,28.857340,77.105870,Radha Swami Satsang Narela,1591
DC5069,1592,28.857810,77.103320,Sec A 5 Crossing Narela,1592
DC5067,1593,28.861220,77.101120,Police Colony Narela,1593
DC5065,1594,28.864400,77.098670,Sec A 5 and 8 Narela Desu Colony,1594
DC5063,1595,28.861220,77.095690,Kanya Gurukul Narela,1595
DC4973,1596,28.838416,77.102104,Narela A7 Raja Harish Chandra Hospital,1596
DC5012,1597,28.850662,77.087307,Bankner Crossing,1597
DC5015,1598,28.851292,77.080299,New Basti Bankner,1598
DC5016,1599,28.850763,77.077210,Bankner Village,1599
DC5019,1600,28.851133,77.073126,Sarvodaya Vidyalaya Bankner,1600
DC5021,1601,28.851830,77.067609,Lampur School,1601
DC5022,1602,28.852384,77.064919,Lampur Village,1602
DC5025,1603,28.856693,77.052374,Lampur Border,1603
U03683,1604,28.643371,77.316656,Maharaj Pur Check Post,1604
U03676,1605,28.641921,77.316118,Gazipur Depot,1605
U03623,1606,28.636133,77.310567,Hasanpur Village,1606
U03587,1607,28.635896,77.308099,Hasanpur Depot,1607
U03469,1608,28.648333,77.294949,JagatpuriF-Block,1608
U03459,1609,28.651588,77.292852,Jagatpuri A Block,1609
U03451,1610,28.655000,77.291900,Radheypuri,1610
U03443,1611,28.655933,77.291417,Arjun Nagar,1611
U03412,1612,28.659883,77.288350,East Krishna Nagar,1612
U03392,1613,28.662914,77.286178,Swaran Cinema,1613
U03376,1614,28.666617,77.283200,East Azad Nagar,1614
U03343,1615,28.667800,77.282000,Jharkhandi,1615
U03337,1616,28.670800,77.280600,Kanti Nagar Extension,1616
U02655,1617,28.680170,77.223489,IP College,1617
U02299,1618,28.706538,77.204540,Dhaka Village,1618
U02296,1619,28.712000,77.204267,Radio Colony,1619
U02294,1620,28.714800,77.204000,Nirankari Colony,1620
U02215,1621,28.720833,77.200050,CV Raman ITI,1621
U02158,1622,28.727100,77.197800,Nirankari Sarovar Burari Xing,1622
U02168,1623,28.732241,77.198077,Burari Transport Authourity,1623
U02159,1624,28.735000,77.197300,Jharoda Dairy Xing,1624
DC3723,1625,28.741983,77.197800,Sant Nagar Main Market,1625
U02164,1626,28.744700,77.198000,Chetan Bihari Mandir Sant Nagar,1626
U02183,1627,28.749000,77.198500,Sarvodhya Vidhyalay Burari,1627
U02193,1628,28.754000,77.198800,Burari Village,1628
DC0060,1629,28.756300,77.197100,Ekta Garden- Harijan Basti,1629
U02077,1631,28.760033,77.191017,Laxmi Vihar,1631
U02029,1632,28.761067,77.188617,Kaushik Enclave,1632
U01938,1633,28.764300,77.183800,Amrit Vihar,1633
DC3797,1634,28.768867,77.180733,Natthupura,1634
DC4361,1635,28.775565,77.179417,Ibrahim Pur More,1635
DC4363,1636,28.779129,77.179635,Keshav Nagar Mukti Ashram,1636
U03436,1637,28.563423,77.291309,Okhla Village,1637
U03409,1638,28.562317,77.286100,Batla House,1638
U02560,1639,28.636700,77.218300,Marina,1639
U02570,1640,28.641500,77.218517,New Delhi Railway Station Gate 1,1640
U02489,1641,28.644900,77.213500,Dispensary Paharganj,1641
U02400,1642,28.646088,77.208137,Police Station Paharganj,1642
U02300,1643,28.646879,77.204083,Jhandewalan,1643
U02241,1644,28.648113,77.200963,Karol Bagh Terminal,1644
U02207,1645,28.648267,77.199017,Faiz Road,1645
U01462,1646,28.660583,77.147367,ESI Dispensary/CGHS Dispensary,1646
DC5017,1647,28.850842,77.076805,Bankner Village,1647
DC5014,1648,28.851418,77.080363,New Basti Bankner,1648
DC5013,1649,28.850725,77.087612,Bankner Crossing,1649
DC5007,1650,28.832968,77.093401,Babu Jag Jeevan Ram Colony,1650
DC5005,1651,28.829124,77.094652,Bhor Garh,1651
DC5003,1652,28.821359,77.100732,DSIDC Narela,1652
DC5001,1653,28.820309,77.101315,Narela ITI / Narela Depot,1653
DC4999,1654,28.817344,77.102800,Shahpur Garhi,1654
U00566,1655,28.599902,77.061304,Madhu Vihar,1655
U00585,1656,28.597255,77.065344,Dwarka Sec 2-6,1656
U00613,1657,28.595881,77.069270,J M International School,1657
U00719,1658,28.587163,77.086721,Palam Gaon Crossing,1658
DC3631,1659,28.583950,77.091517,Dwarka Flyover Palam Village,1659
U01096A,1660,28.583375,77.116638,More Lines,1660
DC3839,1661,28.587050,77.118483,Blood Bank,1661
DC3842,1662,28.589430,77.119720,Kendriya Vidhyalaya,1662
U01142,1663,28.592200,77.121100,Geeta Ashram,1663
U01158,1664,28.595400,77.122700,Sadar Bazar,1664
DC3663,1665,28.599133,77.125683,Chhawni Hospital,1665
U01239,1666,28.597700,77.129200,Kabul Line,1666
U01296,1667,28.596600,77.134700,Shastri Bazar,1667
DC3664,1668,28.596667,77.140783,Sri Nagesh Garden,1668
U01442,1669,28.596667,77.145400,St. Martin School,1669
U02146,1670,28.622600,77.196600,Dr. RML Hospital,1670
U02165,1671,28.624508,77.197924,RML Hospital,1671
U02457,1672,28.624400,77.211200,Patel Chowk,1672
DC3704,1673,28.617483,77.213267,Krishi Bhawan,1673
DC4131,1674,28.619333,77.217600,Le Meridian Hotel,1674
U02597,1675,28.620800,77.220600,Firoz Shah Road,1675
U02711,1676,28.623400,77.226600,Kasturba Gandhi Crossing,1676
U02967,1677,28.639826,77.243667,Delhi Gate / Ambedkar Stadium Terminal,1677
U03010,1678,28.632800,77.247200,Indira Gandhi Stadium,1678
U03018,1679,28.629567,77.247833,ITO Ring Road,1679
DC4203,1680,28.638019,77.252692,Delhi Sachivalaya (Rajghat Power House),1680
DC4779,1681,28.529966,76.955140,Shikar Pur Village,1681
DC4781,1682,28.543817,76.963483,Sarvodya School Daulat Pur,1682
DC4443,1683,28.545597,76.965275,Shikar Pur Crossing,1683
U02305,1684,28.617513,77.203683,Kendriya Terminal (Church Road),1684
U02345,1685,28.618500,77.206000,Gurudwara Rakab Ganj,1685
U01510,1687,28.590150,77.156750,RR Hospital / Maharana Pratap Chowk,1687
U01510AF,1688,28.583678,77.146096,Air Force HQ / Subroto Park,1688
U01385,1689,28.579433,77.145000,APS Colony/ Jharera Gaon,1689
U01288,1690,28.566367,77.134283,Shankar Vihar/ National Highway 8,1690
U99910,1691,28.545775,77.123056,Mahipal Pur Crossing NH-8,1691
U01114,1692,28.541953,77.118268,Rang Puri (NH-8),1692
U01071,1693,28.535769,77.112611,Shiv Murti,1693
U00954,1694,28.523139,77.099001,Rajokari Crossing NH-8,1694
U99827,1695,28.534898,77.108437,Shiv Murti / Dwarka More,1695
U99828,1696,28.537322,77.092137,Samalkha Crossing,1696
U99829,1697,28.534542,77.090534,Samalkha Village,1697
U99727,1698,28.528867,77.086750,Kapashera Crossing,1698
U00757,1699,28.523500,77.083250,Kapashera Village,1699
U04003A,1701,28.547350,77.253991,Nehru Place Terminal,1701
U03034,1702,28.547550,77.249444,Nehru Place,1702
U02999,1703,28.552367,77.246167,Sant Nagar,1703
U02940,1704,28.556100,77.241100,Kailash Colony,1704
U02863,1705,28.558800,77.237100,Lady Shri Ram College,1705
U02827,1706,28.559700,77.233500,Central School (KV),1706
U02774,1708,28.566027,77.229627,Andrews Ganj,1708
U02596,1709,28.568367,77.223150,South Extension,1709
U02567,1710,28.568767,77.216767,South Extn Kotla Petrol Pump,1710
U02487,1711,28.568921,77.213199,AIIMS,1711
U02309,1712,28.569541,77.203522,SJ Hospital Ring Road,1712
U02131,1713,28.569296,77.195039,Nauroji Nagar,1713
U01947,1714,28.569743,77.186793,Hyatt Hotel (GAIL),1714
U01924,1715,28.570500,77.182600,RK Puram Sec-12,1715
U01871,1716,28.572300,77.179800,RK Puram Sec-12,1716
U01844,1717,28.575200,77.177800,RK Puram Sec-12,1717
U01802,1718,28.581951,77.173971,South Moti Bagh (Ring Road),1718
U01776,1719,28.584933,77.172167,Moti Bagh Gurudawara Nanakpura,1719
U01750,1720,28.587833,77.170333,Satya Niketan,1720
U01716,1721,28.590383,77.168467,ARSD College (Dhaula Kuan),1721
U01671,1722,28.598535,77.163302,Dhaula Kuan,1722
U01489,1723,28.603850,77.155433,RR Line,1723
U99859,1724,28.605202,77.146802,Garrison Engg.,1724
DC4515,1725,28.607279,77.141098,Brar Square,1725
U01208A,1726,28.605350,77.126367,Kirbi Place,1726
U01040,1727,28.611868,77.109342,Nangal Raya Lajwanti Garden,1727
U01025,1728,28.607682,77.104129,D Block Janak Puri (Pankha Road),1728
DC4021,1732,28.523154,76.899390,Rawta Village,1732
DC4022,1733,28.531783,76.907100,Jhuljhuli Crossing,1733
DC4024,1734,28.552617,76.907650,Dariyapur Village / Malikpur Crossing,1734
DC4027,1735,28.594718,76.915162,Jaffarpur Kalan RTRM Hospital,1735
DC4029,1736,28.608446,76.944717,Mitraon Village (Kair Village Road),1736
DC3550,1737,28.617883,76.931200,Bhagini Nivedita College,1737
DC3528,1738,28.618117,76.930783,Kair Depot,1738
U03732,1739,28.677763,77.323245,Shahdara Border Seemapuri Road,1739
U03754,1740,28.679779,77.324753,J and  K Pocket Dilshad Garden,1740
U03772,1741,28.681281,77.328043,Seemapuri Old J / K,1741
U03794,1742,28.684794,77.331346,New Seema Puri Depot Cluster,1742
U03793,1743,28.685631,77.331179,Dilshad Garden Depot Cluster,1743
U03789,1744,28.688212,77.330289,Shalimar Garden More,1744
U03770,1745,28.692877,77.327190,DLF More,1745
DC3794,1746,28.691367,77.324967,Tahir Pur,1746
U03735,1747,28.688813,77.321994,Anand Gram,1747
U03726,1748,28.688673,77.319121,Anand Gram Kusht Ashram,1748
U03669,1749,28.692844,77.315743,Sunder Nagri,1749
U03658,1750,28.695745,77.315146,Gagan Cinema,1750
U03657,1751,28.697499,77.314785,Gagan Cinema (Wazirabad Road),1751
U03634,1752,28.698102,77.311463,Bank Colony,1752
U03582,1753,28.698972,77.306183,Nand Nagri Depot,1753
U03492,1754,28.700066,77.297896,Ashok Nagar / Meet Nagar,1754
U03441,1755,28.700502,77.295585,MIG Flates Loni Road,1755
DC4887,1756,28.699263,77.291784,MIG Flats Loni Road,1756
DC4885,1757,28.696189,77.291843,PS Jyoti Nagar / LIG Flats Loni Road,1757
DC4883,1758,28.691428,77.292048,Jyoti Nagar,1758
DC3987,1759,28.689220,77.291307,Jyoti Nagar / Durga Puri,1759
DC3988,1760,28.689400,77.287000,Chhajjupur,1760
DC3989,1761,28.689800,77.283783,Shiv Mandir,1761
DC3990,1762,28.690694,77.279477,Babar Pur Ext Terminal,1762
DC4053,1763,28.694417,77.280517,Vijay Park / Kabir Nagar,1763
DC4054,1764,28.696833,77.281817,Krishna Marg Kardam Puri,1764
DC4055,1765,28.700450,77.283483,C4 Yamuna Vihar Crossing,1765
DC4056,1766,28.701750,77.282450,Gokul Puri,1766
U03648,1767,28.693400,77.313750,Nand Nagari E-Block,1767
U03627,1768,28.691383,77.310483,Nand Nagari Terminal,1768
U01418,1769,28.660417,77.143770,Karampura Terminal,1769
U01454,1770,28.658883,77.146683,Moti Nagar Industrial Area,1770
U01473,1771,28.657500,77.148900,Moti Nagar Industrial Area,1771
U01542,1772,28.653600,77.155300,Shadipur Depot,1772
U02232,1773,28.648374,77.200656,Karol Bagh Terminal,1773
U02311,1774,28.647103,77.203900,Jhandewalan,1774
U02577,1775,28.641680,77.218562,New Delhi Railway Station Gate 1,1775
U02564,1776,28.636900,77.218500,Marina,1776
U02622,1777,28.629210,77.221797,Kailash Bhawan,1777
U02668,1778,28.624500,77.224600,Max Mueller Bhawan,1778
U02704,1779,28.621300,77.226400,Bhartiya Vidya Bhawan,1779
U02748,1780,28.617358,77.228653,Baroda House,1780
U02784,1781,28.615873,77.230165,Baroda House,1781
U02838,1782,28.613649,77.234670,National Stadium,1782
U99848,1783,28.609467,77.237900,High Court,1783
U02900,1784,28.608422,77.240216,Zoo,1784
U02924,1785,28.605254,77.240356,Sunder Nagar,1785
NS0265,1786,28.598679,77.240793,Delhi Public School,1786
U02977,1787,28.591455,77.245072,Police Station Nizamuddin (Dargah),1787
U02998,1788,28.589642,77.246307,Nizamuddin Extension,1788
DC4007,1789,28.584883,77.249733,Bhogal (Jungpura),1789
